feature,value,0,1,100000,105000,2,3,4,60000,62000,65000,67000,69000,70000,72000,74000,75000,77000,79000,80000,82000,84000,85000,87000,89000,90000,94000,95000
attn_0_0_outputs,0,-0.67175186,-0.119670235,0.5005565,-0.7874862,-0.5296029,-0.26971075,0.017501667,-2.9516504,-2.712256,0.27182966,0.6920956,-3.134379,0.32318982,0.866823,0.79317755,-0.16739923,0.8827524,1.1923949,0.5452978,0.731633,1.233259,1.2979004,0.41279456,0.6744667,1.5026516,-0.8451687,1.2000413
attn_0_0_outputs,1,-0.21744876,-0.516257,0.45877972,0.12898907,-0.5177324,-0.045373756,-0.08476193,-2.5872805,-1.3698702,0.16524562,0.83241177,-1.7427318,-0.18976673,1.2220136,0.42238724,-0.34443066,0.6613708,0.9981035,0.32806534,0.74383247,0.7936297,0.9762132,-0.50339675,0.65053105,1.2602917,-0.96677303,1.0892605
attn_0_0_outputs,2,-0.31338522,-0.20568255,1.0106095,-0.79716176,-1.2073338,-0.20744915,-0.010407289,-4.028344,-3.4505055,0.39460778,0.6869077,-2.4288833,0.120069906,0.8532585,0.45007175,-0.19002262,0.91415733,1.1428038,0.68395567,0.6329511,1.0570928,1.3984435,0.261693,0.5110821,1.5955757,-0.6291533,1.6812642
attn_0_0_outputs,3,-0.5456807,-0.22346543,1.2520696,0.5660807,-0.5469032,-0.9259468,-0.17790231,-2.9252458,-2.037044,0.1623366,0.693921,-2.1840916,0.2150522,1.1015334,0.34854764,0.0063307583,0.7147604,0.69416314,0.656876,0.83727634,0.6308361,1.1108446,-0.67955035,0.4063571,1.3626537,-0.68169075,1.1782178
attn_0_0_outputs,4,-0.36968288,-0.0974756,0.62900263,0.14989607,-0.59568703,-0.114826225,-0.78170234,-4.271,-3.0362356,0.19396122,0.77783126,-2.5322697,0.14336438,1.0432259,0.71493065,-0.36469084,0.94421005,1.1348648,0.5200009,0.47662306,0.9482135,1.1503803,-0.88660264,0.75107014,1.4454391,0.426565,1.3384987
attn_0_0_outputs,60000,0.14244658,0.1402526,-1.9303156,-1.094864,0.03850842,0.11579552,-0.09091097,2.613776,1.4141563,1.3600426,-0.53925365,1.377405,1.1816448,-1.559957,-1.1467017,0.7384636,-3.0127928,-1.8542571,1.6272417,-2.7559092,-3.1225035,-1.8776762,-0.6363725,-1.8957518,-2.7573,-1.1710181,-3.575451
attn_0_0_outputs,62000,0.64973587,0.34193012,-2.0980728,-0.86488146,0.26457915,0.19084094,0.5500493,0.073316336,2.2101967,0.10219184,0.6006479,0.9888169,-0.5036944,0.54953265,-0.5567056,-0.18112406,0.4592137,-1.5707895,-0.09699845,-0.04081359,-3.0766525,-1.244578,-0.71370226,-1.5618123,-2.6150641,-0.5258528,-3.252822
attn_0_0_outputs,69000,0.2859308,0.4591645,-2.0462809,-0.85263735,0.009557493,0.37520248,0.40746433,0.16489735,0.2184648,0.2148012,-0.5812744,1.9311976,-0.74410427,-1.6514403,0.49439454,0.5165495,-2.991095,0.6263537,-0.1796048,-2.7613773,0.76810414,-1.0760471,-0.47156623,0.25524464,-2.7269895,-0.003651502,-3.3921714
attn_0_0_outputs,75000,0.71089965,0.063319445,0.23166884,-0.9414126,0.24805392,0.52099806,0.34471065,0.26538745,0.8461143,-0.53015953,-0.43890774,0.53089136,-0.47703657,-1.0412823,-0.54162735,1.2709793,-3.0364227,-1.4537627,0.009671134,-3.3001153,-2.9070737,0.5167969,-0.31092465,-2.1321166,0.7185264,-0.67180693,0.11775249
attn_0_0_outputs,80000,-0.116551206,-0.09943295,-0.15455537,-0.35293466,-0.12734628,-0.1757556,-0.09345908,-0.48756927,0.19345546,-0.23100612,-0.19404802,-0.55168,-0.9534582,-1.3460485,-0.06656709,-0.18619011,-2.6162298,-1.4843321,1.0199051,-2.3416896,-2.8111224,0.37676752,-0.32581568,-1.784869,0.57149935,-0.5952518,0.35396677
attn_0_0_outputs,</s>,0.9420586,1.2634622,-2.7525902,-0.99733496,1.2423308,1.7350628,0.9913056,1.267292,0.9425418,0.6690137,-0.7367012,1.2346433,0.4765608,-0.3934415,-0.70876837,0.055995055,-0.80641127,-0.26577643,0.3113045,-1.5295103,-0.8243695,-1.5158287,-0.73364574,-1.9536138,-0.83347917,-1.0293115,-1.508912
attn_0_0_outputs,<pad>,0.28646156,0.023286784,-0.44276795,-0.42459935,0.37815142,-0.1333306,0.029274467,0.23284107,0.45262662,-0.02208646,-0.13309576,0.44850942,0.21389194,-0.08016327,0.57423127,0.5760867,-0.25575942,0.2041858,0.0217912,-0.45426974,0.3518054,0.34430343,-0.47452915,-0.20092756,-0.14208399,-0.6515195,0.4837204
attn_0_0_outputs,<s>,1.2187371,1.1883594,-3.117975,-2.6016238,1.50268,0.8627717,1.0290796,3.3597312,2.2470775,1.0657878,-0.5477484,2.688403,1.0617081,-1.4327013,-0.20272508,1.9718391,-0.98569685,-0.9886417,0.65950173,-1.9516577,-1.1363227,-2.3544097,-0.47724417,-1.5992212,-1.8360246,-0.96703744,-1.8480463
attn_0_1_outputs,0,-0.46279386,-0.2501747,0.6387234,-0.37922966,-0.38692045,-0.3282293,-0.36349148,-2.8388686,-2.6290097,0.80288446,0.6362641,-2.9670653,0.64539135,0.8103918,0.94291604,0.18014103,0.7252956,0.7819894,0.67784417,0.2258796,0.7369309,1.1851743,0.7298905,0.69399166,0.9763055,-0.6071852,1.0742983
attn_0_1_outputs,1,-0.053433836,-0.15353039,0.50938493,0.5802321,-0.16114141,-0.17138167,-0.46858916,-2.1344001,-1.5314517,-0.043415174,0.71051425,-1.4020334,0.08404933,1.1494687,0.95536786,-0.72718126,1.1475092,0.8870141,0.6163277,1.019729,0.56564784,0.8683056,-0.45089406,0.4978368,0.9915108,-0.66525936,0.868477
attn_0_1_outputs,2,-0.22280316,-0.60963506,0.26569045,-0.81408405,-1.1247375,-1.1020347,0.81314886,-3.8428664,-3.3783782,0.56333715,0.8152509,-2.157649,0.4534026,0.8479927,1.0176946,0.095737986,0.7332708,1.1725438,0.75375575,0.5173609,0.8799535,1.117382,0.54279727,0.6664403,1.122185,-0.7902905,0.8163675
attn_0_1_outputs,3,0.13227019,-0.3162877,0.5686457,0.25702786,-0.32885164,-0.6712941,-0.27067068,-2.9392238,-2.1590772,0.09447584,0.97561747,-1.9204894,0.08542826,1.042137,0.93714714,-0.5795838,1.0379676,0.740791,0.73157436,0.2439561,0.79000735,1.05417,-0.53638124,0.24573012,0.9880325,-0.7868387,1.0951558
attn_0_1_outputs,4,-0.36305118,-0.29102644,0.68711305,0.15447587,-0.04393618,-0.2597681,-0.31451216,-4.3971972,-2.936011,0.5612158,0.73679304,-2.962418,0.52652574,1.2721783,1.0693024,-0.01998117,0.90662897,0.8798522,0.794675,0.5070039,0.67240304,1.0695523,-0.2951729,0.8180258,1.093159,0.52041703,0.86489826
attn_0_1_outputs,60000,0.3836459,0.27136546,-2.051701,-1.4164946,-0.841585,0.040334895,0.59874207,5.091248,1.4010421,1.5020103,-3.2284932,1.5534884,1.1602328,-2.0533662,-2.2600136,0.8027293,-2.906651,-2.347918,1.6712263,-3.0175905,-2.8705764,-1.8364159,-1.362688,-2.349591,-2.8582666,-1.1161413,-3.411419
attn_0_1_outputs,62000,1.014528,0.46409088,-1.941129,-0.86422944,-0.42465028,0.5809384,1.0830857,-1.1154039,2.9942946,0.3630326,0.45328048,0.5395924,-0.18929765,0.5796442,-1.1114665,-0.1278714,0.2711416,-1.5951002,-0.37895232,0.07456562,-3.1746342,-1.5747379,-0.034925487,-1.825364,-2.1164794,-0.61196744,-3.1564488
attn_0_1_outputs,69000,0.66783005,0.76420724,-1.8046067,-0.6810466,-0.5074686,0.8698834,1.3613452,-1.2400821,-0.35913378,0.43124813,-2.1768844,3.3422692,-0.5245874,-1.8316406,0.6834622,-0.3325045,-2.9003139,0.55506736,-0.86384755,-3.1380203,0.4223078,-1.2738426,-0.8777913,0.30873108,-2.4153752,-0.23377974,-3.369047
attn_0_1_outputs,75000,0.6311906,0.14126359,-0.667591,-0.97504765,1.3902055,0.68446326,0.15974398,-0.6921689,0.399663,-0.04481724,-1.4153281,0.5649095,-0.071854845,-1.4098457,-1.6996003,2.7858512,-2.3592386,-1.2014694,-0.07755587,-3.182714,-2.372425,0.010124716,-0.35468167,-2.470154,0.011574414,-1.1069102,-0.005830016
attn_0_1_outputs,80000,-0.33862,-0.33939257,-0.18844678,-0.30948073,0.134425,-0.342367,-0.59513116,-1.917918,-0.63700044,-0.34166512,-0.93418854,-1.9293427,-0.5642235,-0.38195148,-0.5854177,-2.8374166,-1.8461931,-1.4322833,1.2709426,-3.047876,-1.661871,0.45908228,-0.5555741,-2.0859032,0.403331,-0.97568923,0.3204304
attn_0_1_outputs,</s>,2.343878,1.5599475,-1.818743,-1.5907665,1.0437806,1.9614037,1.6294996,1.3766934,0.41537467,0.17641439,-0.5156279,0.48067695,0.49549314,-0.43292978,-0.48429382,-0.50459117,-1.1940546,-0.66507536,0.05910254,-1.4202503,-0.6451096,-0.3439154,-1.6184591,-1.407191,-0.2033716,-0.6506248,-0.56668717
attn_0_1_outputs,<pad>,0.19194242,0.21383291,-0.5146164,-0.2678567,-0.052346848,0.13130163,0.31298912,0.621026,0.7364954,0.024527308,-0.28306535,0.42388436,0.15881094,-0.052606076,0.18299003,0.22405425,-0.09988851,0.34657928,-0.0627052,-0.46700606,-0.115639165,0.46077824,-0.022167785,-0.2082303,0.09868234,-0.3752236,-0.14601402
attn_0_1_outputs,<s>,0.7389929,0.8798294,-1.4226973,-2.3237145,1.7070731,0.32413363,-0.012647377,1.7719545,1.2825161,0.63623923,-0.775295,2.347612,0.3411024,-0.32799554,0.03371884,0.46106273,-0.62514246,-0.7856412,-0.25007468,-1.3279119,-0.59570086,-0.34057313,-1.2842407,-0.7379328,-0.8032301,-2.12824,-1.0405782
attn_0_2_outputs,0,-0.42419332,-0.029779969,0.95661193,-0.59085625,-0.3869806,-0.3325703,-0.12035356,-3.340223,-2.710255,0.35135663,0.40906513,-3.2780752,0.36994678,0.90126926,0.81509453,-0.6128724,0.9013679,0.95387805,0.69951373,0.8465668,0.9350065,1.4348073,0.011960082,0.8963636,1.4009488,-0.7620413,1.4284791
attn_0_2_outputs,1,-0.09991442,-0.7953024,0.65901434,0.39801836,-0.6678152,-0.14944749,-0.32550976,-2.848387,-1.6878446,-0.23290119,0.65758467,-1.891548,0.15624167,0.81851834,0.59292686,-0.75384843,0.7430184,0.8575495,0.5706512,0.88493806,0.92943335,1.0722085,-1.0758022,0.52036697,0.9933371,-0.7602215,1.2337096
attn_0_2_outputs,2,-0.07207124,-0.30327213,1.1054858,-0.7913289,-1.6287475,-0.4747399,-0.23689099,-4.10727,-3.3232853,0.06262727,0.51113564,-2.518865,0.43389615,1.0331334,0.7459172,-0.36565223,0.78671366,0.99354553,0.66833085,0.56316537,1.0614096,1.5469809,0.06926724,0.5765984,1.5725605,-0.59368104,1.4490314
attn_0_2_outputs,3,-0.13423094,-0.38770106,0.8625055,0.802012,-0.63491166,-1.2052219,-0.3923997,-3.7213647,-2.4758222,-0.07710683,0.7620241,-2.6539223,-0.0073194625,1.117748,0.57284814,-0.72397983,1.1382141,0.8879778,0.6853572,0.6544862,0.94392705,1.1996901,-0.72470784,0.2956439,1.3404526,-0.75863373,1.2285193
attn_0_2_outputs,4,-0.1772883,-0.45980552,1.0948257,0.34995815,-0.78132755,-0.2510697,-0.706991,-4.9878826,-3.3826773,0.02410208,0.8412206,-3.3542902,0.18983975,1.3675122,0.8872489,-0.7397174,1.1419635,1.0103635,0.8988271,1.1637527,1.0098648,1.4036996,-0.4692248,0.98888963,1.5577065,0.38475135,1.4225261
attn_0_2_outputs,60000,0.44187623,0.3648871,-1.6990373,-1.1304296,0.33757764,0.41942537,0.0360194,2.672758,1.8357912,1.5773557,-0.6944159,1.4578891,1.1101006,-1.6787533,-0.70593077,0.24047352,-2.8231332,-1.7930617,1.8232442,-2.974943,-2.9093592,-1.8681993,-0.95396066,-1.7235665,-2.792399,-1.2314924,-3.2893715
attn_0_2_outputs,62000,0.7618757,0.5812666,-2.032309,-0.4648457,0.08082076,0.23954439,0.4670936,0.6747933,1.6562333,0.3660366,0.18091348,1.2178001,-0.27418354,0.83610773,-0.4459388,0.3940064,0.5603756,-1.2832731,0.09228728,0.46512568,-2.4392831,-1.4409813,-0.056764793,-1.8170929,-2.5101807,-0.6018976,-3.3135333
attn_0_2_outputs,69000,0.19867784,0.57330966,-1.8258511,-0.74497515,0.20229417,0.40643612,0.42590865,0.5651729,0.6321703,0.43325377,-0.45583114,1.7632009,-0.50581485,-1.4756508,0.4814877,0.521658,-2.8159003,0.7581545,0.02202916,-2.8295062,0.82796264,-1.2475835,-0.90012974,-0.13915943,-2.5726209,0.6984309,-3.5007646
attn_0_2_outputs,75000,0.5646944,0.041022085,-1.0779647,-0.78591895,0.31717324,0.68968713,0.49468064,-0.325496,0.7777064,-0.61126864,-0.6372566,-0.3748799,-0.6377262,-1.3591732,-0.8375975,1.00793,-2.4714193,-1.1461184,-0.4356328,-3.5453067,-2.4424667,0.5883169,-0.6711939,-2.4449842,0.49188474,-0.62478065,0.51959133
attn_0_2_outputs,80000,-0.25946525,-0.40218356,0.24163611,-1.1885656,-0.287068,-0.2821342,0.053949174,-0.009004029,0.40271857,-0.16411181,-0.03610437,-0.00475047,-0.8281859,-1.5767962,-0.2474459,0.2590714,-2.6101449,-0.8047348,1.6822587,-2.4636567,-2.5546906,0.091768615,-0.39485288,-2.0895348,0.6218346,-0.80732065,0.42560557
attn_0_2_outputs,</s>,0.930861,0.94755346,-1.8821995,-1.2882186,1.6037725,1.3412049,0.67751914,0.8706368,1.0767891,1.2505288,-0.72996163,1.0733895,0.30289188,-1.0392442,-0.9163276,-0.21049277,-0.8148429,0.02671607,-0.4987307,-1.4199251,-0.3218353,-0.80782104,-0.4531327,-0.8373015,-0.7160646,-0.8412499,-0.52782035
attn_0_2_outputs,<pad>,-0.20802596,-0.09422877,-0.3160702,-0.8112844,0.057958845,-0.22587375,-0.049530115,0.4662768,0.5690789,0.4261518,-0.024730649,0.24938129,0.12410605,0.28809926,0.41208836,0.6371098,0.01915282,0.4710194,0.45349577,-0.23760438,0.3637891,0.0666452,-0.5205674,-0.64931494,0.59725004,-0.18190686,0.36540112
attn_0_2_outputs,<s>,1.1831447,1.7700685,-4.1068892,-2.5358016,1.2955605,1.645912,1.3075513,3.6177833,3.4134228,1.2274983,0.15810986,3.4990585,-0.12469116,-1.1245091,0.233013,3.3165572,-1.4831504,-1.5509971,1.1093018,-1.744455,-1.4413686,-4.1382694,-0.7534078,-2.3316278,-4.189194,-0.8697185,-4.0908523
attn_0_3_outputs,0,-0.93126154,0.29601443,0.67134637,-0.8891242,-0.09220854,-0.06485735,-0.036301438,-3.0552876,-3.1612678,0.41263703,0.78394717,-3.6842656,0.1812897,0.939286,1.0387037,-0.36253163,1.0464159,1.0598706,0.86886054,0.8898237,1.539384,1.2869614,0.24281193,0.7268137,1.3811122,-0.64045686,1.5506098
attn_0_3_outputs,1,0.30647415,-1.0800437,0.3031656,0.33835304,-0.05984932,0.2512556,-0.08825323,-1.3486202,-1.0085508,-0.15572377,0.27759796,-1.115247,-0.051643766,0.44387755,0.29065192,-0.34675395,0.26347637,0.29458615,0.120787345,0.4994163,0.3719817,0.78853965,-1.1776471,0.053920962,0.9024992,-0.643746,0.83841413
attn_0_3_outputs,2,0.13352142,0.14937556,0.78704256,-0.36226872,-1.0611882,-0.7011492,0.01610912,-4.6778665,-3.9223835,0.34949574,0.6651422,-3.0961027,0.3220581,0.8610672,0.58016014,0.021743761,0.71686566,0.8888521,0.8909313,0.7485108,1.1499205,1.511837,-0.38088334,0.64245844,1.7998632,-1.0067114,1.6350148
attn_0_3_outputs,3,0.13017009,0.10738951,0.12851611,0.32837436,-0.40617758,-0.951416,0.115102135,-3.5680556,-2.4244235,0.15911612,0.9577729,-2.476014,0.05889082,1.1637664,0.75410116,-0.1341626,0.89331347,0.6428395,0.533813,0.8168343,0.9730932,0.9639339,-0.3498542,0.70287967,1.2706294,-0.5081589,1.3178307
attn_0_3_outputs,4,-0.016895773,0.1053255,0.8499383,0.49573925,-0.29684454,-0.07352692,-1.1282189,-4.1453867,-3.2226498,0.22506939,0.91375834,-2.9134972,0.12246249,0.8908428,0.47462732,-0.08677529,1.2794623,0.7999757,0.6829345,1.0196849,1.1125576,1.2298981,-0.8155347,0.59510994,1.2031999,0.12653917,1.4743599
attn_0_3_outputs,60000,0.9589099,0.73987633,-1.7409307,-0.70917904,1.9171422,0.5698569,-0.5691069,2.1662037,1.0050988,1.0679538,-0.74187344,1.3191564,1.0326092,-1.7608256,-0.820158,0.6607268,-2.872177,-1.8931029,1.4043294,-2.6212337,-2.7342098,-1.2095425,-1.058092,-1.7372304,-2.4222002,-0.9822246,-3.3399014
attn_0_3_outputs,62000,0.47274715,0.34183282,-2.0536714,-0.9481516,-0.0005711374,0.06279057,0.4117508,0.14584453,1.7936747,0.759919,0.55728567,0.9951988,0.28147894,0.58776724,-0.54706854,0.18108551,0.4995369,-1.3898681,0.016376227,-0.118489206,-2.3678257,-1.1560577,-0.41982666,-2.0541222,-2.189162,-0.7924275,-2.9818032
attn_0_3_outputs,69000,0.13256283,0.44860896,-2.1724892,-0.52219665,-0.24222262,0.19690165,0.23269466,0.21393457,0.5086471,0.61587423,-0.58736324,2.1175737,0.055781636,-1.398171,0.21284585,0.3190937,-2.7774389,0.6272828,-0.2471496,-2.2723496,0.7259934,-1.049238,-0.63106495,0.5415337,-1.8362582,-0.114917554,-3.8683202
attn_0_3_outputs,75000,0.41871637,-0.32317653,-1.0927423,-1.0412662,0.44976032,0.3093501,0.3759659,-0.30631664,1.0347745,-0.37739578,-0.46559978,0.6742991,-0.13825157,-1.2952803,-0.47272867,0.5370736,-2.6362426,-1.3586959,-0.42397547,-2.5919812,-2.5402853,0.22063598,-0.55123997,-2.098471,0.30028236,-0.27859738,0.46856818
attn_0_3_outputs,80000,-0.2139068,-0.64277905,-0.48288995,-0.79875284,-0.45461658,-0.80746794,-0.04440705,0.03629924,0.59007615,0.4950087,-0.3163699,0.5433809,-0.57881624,-1.1990317,0.04363055,-0.6612456,-2.2286432,-1.2243458,0.5122749,-2.598755,-2.9032145,-0.27129602,-0.6397349,-1.9491837,0.07304532,-0.73787206,0.11502581
attn_0_3_outputs,</s>,1.3892034,1.4413478,-0.856023,-0.76453835,1.1938524,1.8246261,0.8082631,0.5947412,0.4667748,-0.067504406,-0.52545404,0.4335799,0.097384125,-0.7095706,-0.69944805,-0.4124238,-0.79894036,-0.516164,-0.49861258,-0.639191,-0.1834784,-0.0016207269,-0.4353362,-0.69430643,-0.0125349155,-0.42723787,-0.09196074
attn_0_3_outputs,<pad>,-0.033173814,0.10358983,-0.20002098,-0.59743583,0.20326383,0.08749958,0.5652812,0.44411856,0.90893143,-0.2078457,0.4241759,0.5437346,-0.07060363,-0.20519608,0.39382768,0.05717165,0.08314366,0.107144594,-0.37802854,-0.12209499,0.003358393,-0.037682187,-0.5669021,-0.5279528,0.012557765,-0.6066916,-0.10179954
